ProgramType,ActivityCode,GranteeStatus,BHCMISId,grantnumber,BPHCAssignedSiteNumber,SiteName,SiteType,TemporarySiteFlag,SiteStatus,SiteTerminatedDate,SiteLocation,LocationSetting,SiteOpenedDate,SiteEffectiveDate,SiteOperationalByDate,SitePhysicalAddress,PhysicalCongressionalDistrict,ServiceAreaZipCodes,OperatingMonths,TotalWeeklyHoursOfOperation,SiteOperatedBy,NoOfVoucherSites,NoOfIntermittentSites,MedicaidBillingNumber,PhysicalMailStopCode,PhysicalDivisionLine,PhysicalStreetNumber,PhysicalStreetAddress,PhysicalPostOfficeBoxNumber,PhysicalRuralRouteNumber,SitePhysicalCity,SiteState,SiteRegion,SitePhysicalRegion,PhysicalZipCode,PhysicalZip4Code,PhysicalCounty,OrganizationStreetAddress,OrganizationCity,OrganizationState,OrganizationZipCode,OrganizationZip4Code,SiteMailingAddress,MailingMailStopCode,MailingDivisionLine,MailingStreetNumber,MailingStreetAddress,MailingUnit,MailingPostOfficeBoxNumber,MailingRuralRouteNumber,MailingCity,MailingState,MailingZipCode,MailingZip4Code,MailingCongressionalDistrict,OrganizationName,OperatingOrgPhysicalAddress,OperatingOrgMailingAddress,OperatingOrgEIN,ProjectDirector,PDPhone,PDPhoneExtension,PDEmail,SitePhoneExtension,SitePhoneNumber,SiteAdminPhone,SiteAdminPhoneExtension,RelatedARRAGrantsFlag,RelatedARRAGrants,RelatedACAGrantsFlag,RelatedACAGrants,NationalProviderIdentificationNumber,MedicareBillingNumber,MedicareBillingNumberStatus,HRSAAssignedSiteNumber,CalendarSchedule,OperationalSchedule,PopulationType,MedicaidPharmacyBillingNumber,SiteFaxNumber,DUNS,ServiceAreaCensusTracts
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-007131,MHT - Austin YMCA,Service Delivery Site,No,Terminated,12/20/16,Permanent,All Other Clinic Types,6/1/07,6/1/07,6/1/07,"501 N Central Ave, Chicago, IL 60644-1509",IL-07,60644,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",4,Health Center/Applicant,,NULL,3.62903E+11,,,NULL,501 N Central Ave,NULL,NULL,Chicago,IL,Region V,Region V,60644,1509,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5002 W Madison St, Chicago, IL 60644-4127",NULL,NULL,5002,W Madison St, ,NULL,NULL,Chicago,IL,60644,4127,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,,(773)-287-9120,(773)-379-1000,,No,N/A,No,N/A,NULL,797650,NULL,7540,Year-Round,Part-Time,Urban,3.62903E+11,(773)-379-1342,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-006766,MHT - Sisters of Sobriety,Service Delivery Site,No,Terminated,10/28/15,Mobile Van,All Other Clinic Types,6/1/07,6/1/07,6/1/07,"5017 W North Ave, Chicago, IL 60639-4533",IL-07,60639,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",4,Health Center/Applicant,,NULL,3.62903E+11,,,NULL,5017 W North Ave,NULL,NULL,Chicago,IL,Region V,Region V,60639,4533,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5002 W Madison St, Chicago, IL 60644-4127",NULL,NULL,5002,W Madison St, ,NULL,NULL,Chicago,IL,60644,4127,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,,(773)-662-7484,(773)-379-1000,,No,N/A,No,N/A,NULL,797650,NULL,5348,Year-Round,Part-Time,Urban,3.62903E+11,(773)-379-1342,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-007290,MHT - Fraternite Notre Dame Soup Kitchen,Service Delivery Site,No,Terminated,12/20/16,Permanent,All Other Clinic Types,6/1/07,6/1/07,6/1/07,"502 N Central Ave, Chicago, IL 60644-1501",IL-07,60644,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",4,Health Center/Applicant,,NULL,3.62903E+11,,,NULL,502 N Central Ave,NULL,NULL,Chicago,IL,Region V,Region V,60644,1501,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5002 W Madison St, Chicago, IL 60644-4127",NULL,NULL,5002,W Madison St, ,NULL,NULL,Chicago,IL,60644,4127,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,,(773)-261-0101,(773)-379-1000,,No,N/A,No,N/A,NULL,797650,NULL,7191,Year-Round,Part-Time,Urban,3.62903E+11,(773)-379-1342,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-007324,Boycin - Jackson Health Clinic,Service Delivery Site,No,Terminated,12/20/16,Permanent,All Other Clinic Types,9/12/06,9/12/06,9/12/06,"5120 W Jackson Blvd, Chicago, IL 60644-4332",IL-07,"601,536,030,260,304,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",28,Health Center/Applicant,,NULL,36-2902782-016,,,NULL,5120 W Jackson Blvd,NULL,NULL,Chicago,IL,Region V,Region V,60644,4332,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5002 W Madison St, Chicago, IL 60644-4127",NULL,NULL,5002,W Madison St, ,NULL,NULL,Chicago,IL,60644,4127,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,,(773)-473-4600,(773)-379-1000,,No,N/A,No,N/A,NULL,797650,NULL,4219,Year-Round,Part-Time,Urban,36-2902782-016,(773)-473-4657,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,09E01050,H80CS26613,BPS-H80-013392,Antelope Valley Community Clinic - Lancaster,Service Delivery Site,No,Terminated,12/20/18,Permanent,All Other Clinic Types,9/1/09,11/1/13,11/1/13,"44216 10th St W, Lancaster, CA 93534-4134",CA-25,"935,349,353,593,543,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",45,Health Center/Applicant,,NULL,1609199934,NULL,NULL,NULL,44216 10th St W,NULL,NULL,Lancaster,CA,Region IX,Region IX,93534,4134,Los Angeles,45104 10TH ST W,LANCASTER,CA,93534,2310,"44216 10th Street West, Lancaster, CA 93534-4134",NULL,NULL,44216,10th Street West, ,NULL,NULL,Lancaster,CA,93534,4134,NULL,Antelope Valley Community Clinic,NULL,NULL,NULL,James  Cook,(661)-942-2391,463,jcook@avclinic.org,NULL,(661)-942-2391,(661)-942-2391,NULL,No,N/A,Yes,H80CS26613(Created),,551054,This site has a Medicare billing number,23767,Year-Round,Full-Time,Urban,CLN2149,(661)-902-6839,962545088,9007.01
Section 330,H80,Inactive,14040,H80CS00239,BPS-H80-013979,Families First / St. Vincent de Paul,Service Delivery Site,No,Terminated,12/23/16,Permanent,All Other Clinic Types,NULL,6/27/14,9/16/14,"53 LINCOLN ST, EXETER, NH 03833-3212",NH-01,"382,503,827,038,330,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",4,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,53 LINCOLN ST,NULL,NULL,EXETER,NH,Region I,Region I,3833,3212,Rockingham,100 CAMPUS DR 12,PORTSMOUTH,NH,3801,5892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FAMILIES FIRST OF THE GREATER SEA COAST, INC",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(603)-772-9922,(603)-422-8208,107,No,N/A,No,N/A,NULL,NULL,NULL,25231,Year-Round,Part-Time,Rural,NULL,NULL,858444581,106200
Section 330,H80,Inactive,925350,H80CS06646,BPS-H80-008614,3000 Story Road,Service Delivery Site,No,Terminated,12/24/09,Permanent,All Other Clinic Types,1/1/06,6/29/09,7/1/10,"3000 Story Rd, San Jose, CA 95127-3934",CA-19,"9,511,695,118,951,220,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",48,Health Center/Applicant,,NULL,FHC70736F,NULL,NULL,NULL,3000 Story Rd,NULL,NULL,San Jose,CA,Region IX,Region IX,95127,3934,Santa Clara,2880 STORY RD,SAN JOSE,CA,95127,    ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC",NULL,NULL,NULL,John  Troidl,(408)-729-4290,,jtroidl@sjffcc.org,NULL,(408)-729-9700,(408)-729-4290,NULL,Yes,C81CS13764(Created),No,N/A,NULL,55-1869,NULL,13447,Year-Round,Full-Time,Urban,FHC70736F,(408)-729-1643,155087059,"5033.04,5033.05,5033.06,5034.02,5035.04,5035.06,5035.09,5035.10,5036.01,5036.02,5037.02,5037.03,5037.06,5037.08,5039.00,5040.01,5041.02"
Section 330,H80,Inactive,95400,H80CS00339,BPS-H80-004402,BOLINAS Community Health Center,Service Delivery Site,No,Terminated,12/25/12,Permanent,All Other Clinic Types,9/19/07,9/19/07,9/19/07,"88 Mesa Rd, Bolinas, CA 94924-9713",CA-02,"949,019,490,394,920,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",NULL,40,Health Center/Applicant,,NULL,FHC7043F,,,NULL,88 Mesa Rd,NULL,NULL,Bolinas,CA,Region IX,Region IX,94924,9713,Marin,3 6TH ST,POINT REYES STATION,CA,94956,    ,"Post Office Box 1038, Bolinas, CA 94924-9713",NULL,NULL,88,Mesa Rd, ,1038,NULL,Bolinas,CA,94924,9713,CA-06,COASTAL HEALTH ALLIANCE,NULL,NULL,NULL,Steven  Siegel,(415)-663-8781,310,ssiegel@coastalhealth.net,,(415)-868-0124,(415)-663-8781,310,No,N/A,No,N/A,NULL,55-1912,NULL,5194,Year-Round,Full-Time,Rural,N/A,(415)-868-2152,110224326,"13,101,321"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-008919,Division Health Center - New Site,Service Delivery Site,No,Terminated,9/30/11,Permanent,All Other Clinic Types,2/1/10,6/29/09,2/1/10,"5714 W. Division St., Chicago, IL 60651-1114",IL-07,"60,104,601,556,016,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,36-2902782-010,NULL,NULL,NULL,5714 W. Division St.,NULL,NULL,Chicago,IL,Region V,Region V,60651,1114,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5714 W. Division St., Chicago, IL 60651-1114",NULL,Division Health Center,5714,W. Division St., ,NULL,NULL,Chicago,IL,60651,1114,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(773)-379-1000,(773)-379-1000,NULL,Yes,C81CS13990(Created),No,N/A,NULL,797650,NULL,13587,Year-Round,Full-Time,Urban,0,(773)-379-1342,109365106,"23,25,26,27,28,29"
Section 330,H80,Inactive,53130,H80CS00400,BPS-H80-006515,MHT - Neopolitan LightHouse,Service Delivery Site,No,Terminated,12/20/16,Permanent,All Other Clinic Types,6/1/07,6/1/07,6/1/07,"713 N Spaulding Ave, Chicago, IL 60624-1542",IL-07,60624,"April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",4,Health Center/Applicant,,NULL,3.62903E+11,,,NULL,713 N Spaulding Ave,NULL,NULL,Chicago,IL,Region V,Region V,60624,1542,Cook,5002 W MADISON ST,CHICAGO,IL,60644,4127,"5002 W Madison St, Chicago, IL 60644-4127",NULL,NULL,5002,W Madison St, ,NULL,NULL,Chicago,IL,60644,4127,IL-07,"CIRCLE FAMILY CARE, INC",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,(773)-722-0006,(773)-379-1000,NULL,No,N/A,No,N/A,NULL,797651,This site has a Medicare billing number,9233,Year-Round,Part-Time,Urban,3.62903E+11,(773)-379-1342,109365106,NULL
Section 330,H80,Inactive,84380,H80CS00566,BPS-H80-004673,Cascade County Community Health Care Center,Service Delivery Site,No,Terminated,12/31/18,Permanent,All Other Clinic Types,1/12/98,1/12/98,1/12/98,"115 4th St S, Great Falls, MT 59401-3618",MT-00,"59,101,594,015,940,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",49,Health Center/Applicant,,NULL,730197,,,NULL,115 4th St S,NULL,NULL,Great Falls,MT,Region VIII,Region VIII,59401,3618,Cascade,115 4TH ST S,GREAT FALLS,MT,59401,3618,"115 4th St S, Great Falls, MT 59401-3618",,,115,4th St S, ,,,Great Falls,MT,59401,3618,MT-00,"CASCADE, COUNTY OF",NULL,NULL,NULL,Trista  Besich,(406)-761-9887,,tbesich@alluvionhealth.org,,(406)-454-6973,(406)-791-9291,6141,Yes,C81CS14140(Used),No,N/A,NULL,271811,NULL,9246,Year-Round,Full-Time,Urban,N/A,(406)-454-6959,867642902,"3,4,5,6,7,8,9"
Section 330,H80,Inactive,84380,H80CS00566,BPS-H80-021804,Community Health Care Center at Paris Gibson Education Center,Service Delivery Site,No,Terminated,12/31/18,Permanent,School,NULL,2/20/18,4/11/18,"2400 Central Ave, Great Falls, MT 59401-3915",MT-00,"5,940,159,404,594,050,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",8,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,2400 Central Ave,NULL,NULL,Great Falls,MT,Region VIII,Region VIII,59401,3915,Cascade,115 4TH ST S,GREAT FALLS,MT,59401,3618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CASCADE, COUNTY OF",NULL,NULL,NULL,Trista  Besich,(406)-761-9887,,tbesich@alluvionhealth.org,NULL,(406)-454-6973,,NULL,No,N/A,No,N/A,1902948946,NULL,NULL,47438,,NULL,,NULL,NULL,867642902,NULL
Section 330,H80,Inactive,84380,H80CS00566,BPS-H80-021805,Community Health Care Center Dental Clinic,Service Delivery Site,No,Terminated,12/31/18,Permanent,All Other Clinic Types,NULL,2/20/18,6/27/18,"202 2nd Avenue S, Great Falls, MT 59401",MT-00,"5,940,159,404,594,050,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,202 2nd Avenue S,NULL,NULL,Great Falls,MT,Region VIII,Region VIII,59401,NULL,Cascade,115 4TH ST S,GREAT FALLS,MT,59401,3618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CASCADE, COUNTY OF",NULL,NULL,NULL,Trista  Besich,(406)-761-9887,,tbesich@alluvionhealth.org,NULL,(406)-791-9267,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,37974,,NULL,,NULL,NULL,867642902,NULL
Section 330,H80,Inactive,84380,H80CS00566,BPS-H80-022121,Community Health Care Center Addiction Services,Service Delivery Site,No,Terminated,12/31/18,Permanent,All Other Clinic Types,NULL,5/16/18,7/9/18,"26 4th St N, Great Falls, MT 59401-3106",MT-00,"59,401,594,035,940,400,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",45,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,26 4th St N,NULL,NULL,Great Falls,MT,Region VIII,Region VIII,59401,3106,Cascade,115 4TH ST S,GREAT FALLS,MT,59401,3618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CASCADE, COUNTY OF",NULL,NULL,NULL,Trista  Besich,(406)-761-9887,,tbesich@alluvionhealth.org,NULL,(406)-454-6793,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,50114,,NULL,,NULL,NULL,867642902,NULL
Section 330,H80,Inactive,84380,H80CS00566,BPS-H80-024774,Community Health Care Center SBHC at Charles M. Russell High School,Service Delivery Site,No,Terminated,12/31/18,Permanent,School,NULL,9/26/18,9/27/18,"228 17th Ave NW, Great Falls, MT 59404-1807",MT-00,"5,940,159,403,594,040,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",18,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,228 17th Ave NW,NULL,NULL,Great Falls,MT,Region VIII,Region VIII,59404,1807,Cascade,115 4TH ST S,GREAT FALLS,MT,59401,3618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CASCADE, COUNTY OF",NULL,NULL,NULL,Trista  Besich,(406)-761-9887,,tbesich@alluvionhealth.org,NULL,(406)-454-6973,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,55075,,NULL,,NULL,NULL,867642902,NULL
Section 330,H80,Inactive,84380,H80CS00566,BPS-H80-024780,Community Health Care Center SBHC at East Middle School,Service Delivery Site,No,Terminated,12/31/18,Permanent,School,NULL,9/25/18,9/26/18,"4040 Central Ave, Great Falls, MT 59405-1638",MT-00,"59,401,594,035,940,400,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",40,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,4040 Central Ave,NULL,NULL,Great Falls,MT,Region VIII,Region VIII,59405,1638,Cascade,115 4TH ST S,GREAT FALLS,MT,59401,3618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CASCADE, COUNTY OF",NULL,NULL,NULL,Trista  Besich,(406)-761-9887,,tbesich@alluvionhealth.org,NULL,(406)-454-6973,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,54928,,NULL,,NULL,NULL,867642902,NULL
Section 330,H80,Inactive,84380,H80CS00566,BPS-H80-024781,Community Health Care Center SBHC at North Middle School,Service Delivery Site,No,Terminated,12/31/18,Permanent,School,NULL,9/26/18,9/27/18,"2601 8th St NE, Great Falls, MT 59404-1604",MT-00,"59,401,594,035,940,400,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",9,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,2601 8th St NE,NULL,NULL,Great Falls,MT,Region VIII,Region VIII,59404,1604,Cascade,115 4TH ST S,GREAT FALLS,MT,59401,3618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CASCADE, COUNTY OF",NULL,NULL,NULL,Trista  Besich,(406)-761-9887,,tbesich@alluvionhealth.org,NULL,(406)-454-6973,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,54929,,NULL,,NULL,NULL,867642902,NULL
Section 330,H80,Inactive,84380,H80CS00566,BPS-H80-024786,Community Health Care Center SBHC at Great Falls High School,Service Delivery Site,No,Terminated,12/31/18,Permanent,School,NULL,9/26/18,9/27/18,"1900 2nd Ave S, Great Falls, MT 59405-2704",MT-00,"5,940,159,403,594,040,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",18,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,1900 2nd Ave S,NULL,NULL,Great Falls,MT,Region VIII,Region VIII,59405,2704,Cascade,115 4TH ST S,GREAT FALLS,MT,59401,3618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CASCADE, COUNTY OF",NULL,NULL,NULL,Trista  Besich,(406)-761-9887,,tbesich@alluvionhealth.org,NULL,(406)-454-6973,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,55074,,NULL,,NULL,NULL,867642902,NULL
Section 330,H80,Inactive,84380,H80CS00566,BPS-H80-024789,Community Health Care Center SBHC at Giant Springs,Service Delivery Site,No,Terminated,12/31/18,Permanent,School,NULL,9/25/18,9/25/18,"520 32nd Street North, Great Falls, MT 59401",MT-00,"59,401,594,035,940,400,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",9,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,520 32nd Street North,NULL,NULL,Great Falls,MT,Region VIII,Region VIII,59401,NULL,Cascade,115 4TH ST S,GREAT FALLS,MT,59401,3618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CASCADE, COUNTY OF",NULL,NULL,NULL,Trista  Besich,(406)-761-9887,,tbesich@alluvionhealth.org,NULL,(406)-454-6973,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,54927,,NULL,,NULL,NULL,867642902,NULL
Section 330,H80,Inactive,02E01399,H80CS40174,BPS-H80-032142,Hope & Esperanza Community Health Center,Service Delivery Site,No,Terminated,NULL,Permanent,All Other Clinic Types,NULL,3/10/21,3/17/21,"788 Mount Prospect Ave Fl 2, Newark, NJ 07104-3221",NJ-08,"7,018,070,290,703,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","April - April,August - August,December - December,February - February,January - January,July - July,June - June,March - March,May - May,November - November,October - October,September - September",45,Health Center/Applicant,,NULL,NULL,NULL,NULL,NULL,788 Mount Prospect Ave Fl 2,NULL,NULL,Newark,NJ,Region II,Region II,7104,3221,Essex,195 LAFAYETTE ST STE 4,NEWARK,NJ,7105,1864,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IRONBOUND COMMUNITY HEALTH CENTER INC.,NULL,NULL,NULL,Michelle  Lolo,(973)-433-9773,,ironboundchc@gmail.com,NULL,(908)-514-1895,,NULL,No,N/A,No,N/A,NULL,NULL,NULL,73574,,NULL,,NULL,NULL,87592722,NULL
Section 330,H80,Inactive,910260,H80CS00877,BPS-H80-000869,SBFHC - INGLEWOOD,Service Delivery Site,No,Terminated,NULL,Permanent,All Other Clinic Types,1/1/03,1/1/03,1/1/03,"1091 S. LA BREA AVE, INGLEWOOD, CA 90301-3817",CA-43,"90,220,902,219,022,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",NULL,44,Health Center/Applicant,,NULL,1255472924,,,NULL,1091 S. LA BREA AVE,NULL,NULL,INGLEWOOD,CA,Region IX,Region IX,90301,3817,Los Angeles,23430 HAWTHORNE BLVD STE 210,TORRANCE,CA,90505,4732,"23430 Hawthorne Blvd, Torrance, CA 90505-4720",NULL,NULL,23430,Hawthorne Blvd, ,NULL,NULL,Torrance,CA,90505,4720,CA-36,SOUTH BAY FAMILY HEALTH CARE CENTER INC,NULL,NULL,NULL,Jann  Hamilton Lee,(310)-802-6177,,jhamiltonlee@sbclinic.org,,(310)-802-6177,(310)-802-6177,,No,N/A,No,N/A,NULL,51048,NULL,8257,Year-Round,Full-Time,Urban,1255472924,(310)-802-6178,151190993,"5415,5416,5417,5420,5421,5422,5424,5425,5426,5427,5428,5429,5430,5431,5432,5433,6010,6011,6012,6014,6020,6021,6023,6024,6026,6030,6031,6032,6034,6035,6036,6037,6038,6039,6040,6041,6203,6204,6205,6206,6208,6209,6212,6213,6214,6504,6505,6506,6507,6508,6509,6510,6511,6512,6513"
Section 330,H80,Inactive,910260,H80CS00877,BPS-H80-004055,SBFHC - GARDENA,Service Delivery Site,No,Terminated,NULL,Permanent,All Other Clinic Types,1/5/02,1/5/02,1/5/02,"742 W. GARDENA BLVD, GARDENA, CA 90247-5024",CA-43,"90,220,902,219,022,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",NULL,44,Health Center/Applicant,,NULL,125547292,,,NULL,742 W. GARDENA BLVD,NULL,NULL,GARDENA,CA,Region IX,Region IX,90247,5024,Los Angeles,23430 HAWTHORNE BLVD STE 210,TORRANCE,CA,90505,4732,"23430 Hawthorne Blvd STE 210, Torrance, CA 90505-4732",NULL,NULL,23430,Hawthorne Blvd,STE 210,NULL,NULL,Torrance,CA,90505,4732,CA-36,SOUTH BAY FAMILY HEALTH CARE CENTER INC,NULL,NULL,NULL,Jann  Hamilton Lee,(310)-802-6177,,jhamiltonlee@sbclinic.org,,(310)-802-6177,(310)-802-6177,,Yes,C81CS14447(Used),No,N/A,NULL,51048,NULL,7131,Year-Round,Full-Time,Urban,125547292,(310)-802-6178,151190993,"5415,5416.01,5416.02,5417,5420,5421.01,5421.02,5422,5424.01,5424.02,5425,5426,5428,5429,5430,5431,5432,5433.01,5433.21,6010.01,6011.02,6012.02,6012.11,6020.01,6020.02,6021.01,6021.02,6022,6023.01,6023.02,6024.01,6024.02,6025.01,6025.02,6025.03,6026,6030.01,6030.02,6031,6032,6034,6035,6036,6037.01,6038,6039,6040,6041,6203.01,6203.02,6203.03,6204,6206,6208,6209.01,6510,6511,6512,6513"
